,STOCK,CODE
2872,Pasupati Spg.& Wvg.mills Ltd.,BOM503092
2873,Patdiam Jewellery Ltd,BOM539401
2874,Patel Engineering Ltd,BOM531120
2875,Patel Integrated Logistics Ltd,BOM526381
2876,Patels Airtemp (india) Ltd.,BOM517417
2877,Patidar Buildcon Limited,BOM524031
2878,Patspin India Ltd.,BOM514326
2879,Paul Merchants Ltd,BOM539113
2880,Paushak Ltd.,BOM532742
2881,Pawansut Holdings Ltd.,BOM535658
2882,Pba Infrastructure Ltd.,BOM532676
2883,Pbm Polytex Ltd,BOM514087
2884,Pc Jeweller Ltd.,BOM534809
2885,Pc Products India Ltd,BOM539267
2886,Pcs Technology Ltd.,BOM517119
2887,Pds Multinational Fashions Ltd,BOM538730
2888,Pearl Electronics Ltd,BOM535205
2889,Pearl Global Industries Limited,BOM532808
2890,Pearl Polymers Ltd.,BOM523260
2891,Pecos Hotels And Pubs Ltd,BOM539273
2892,Pee Cee Cosma Sope Ltd.,BOM524136
2893,Peeti Securities Ltd.,BOM531352
2894,Peninsula Land Ltd.,BOM503031
2895,Pennar Aluminium Co.ltd.,BOM513405
2896,Pennar Engineered Building Systems Ltd,BOM539333
2897,Pennar Industries Ltd,BOM513228
2898,Pentamedia Graphics Ltd.,BOM500329
2899,Pentokey Organy (india) Ltd.,BOM524210
2900,Peoples Investments Ltd.,BOM501144
2901,Perfect-octave Media Projects Ltd,BOM521062
2902,Perfectpac Ltd.,BOM526435
2903,Permanent Magnets Ltd,BOM504132
2904,Persistent Systems Ltd.,BOM533179
2905,Pet Plastics Ltd.,BOM524046
2906,Petron Engineering Construction Ltd.,BOM530381
2907,Petronet Lng Ltd.,BOM532522
2908,Pfizer Ltd.,BOM500680
2909,Pfl Infotech Ltd.,BOM531769
2910,Pg Electroplast Ltd.,BOM533581
2911,Pg Foils Ltd.,BOM526747
2912,Pg Industry Ltd.,BOM531281
2913,Ph Capital Ltd.,BOM500143
2914,Ph Trading Ltd.,BOM512026
2915,Phaarmasia Ltd.,BOM523620
2916,Pharmaids Pharmaceuticals Ltd.,BOM524572
2917,Phillips Carbon Black Ltd.,BOM506590
2918,Phoenix International Ltd.,BOM526481
2919,Phoenix Lamps Limited,BOM517296
2920,Phoenix Township Ltd,BOM537839
2921,Photon Capital Advisors Ltd.,BOM509084
2922,Photoquip India Ltd.,BOM526588
2923,Phyto Chem (india) Ltd.,BOM524808
2924,Piccadily Agro Industries Ltd.,BOM530305
2925,Piccadily Sugar & Allied Industries Ltd.,BOM507498
2926,Picturehouse Media Ltd.,BOM532355
2927,Pidilite Industries Ltd.,BOM500331
2928,Pil Italica Lifestyle Ltd,BOM500327
2929,Pilani Investment And Industries Corporation Ltd.,BOM590121
2930,Pincon Spirit Ltd,BOM538771
2931,Pine Animation Limited,BOM511421
2932,Pioneer Agro Extracts Ltd.,BOM519439
2933,Pioneer Distilleries Ltd.,BOM531879
2934,Pioneer Embroideries Ltd,BOM514300
2935,Pioneer Investcorp Ltd.,BOM507864
2936,Piramal Enterprises Ltd.,BOM500302
2937,Piramal Glass Ltd.,BOM532949
2938,Piramal Phytocare Limited,BOM532979
2939,Pithampur Poly Products Ltd.,BOM530683
2940,Pithampur Steels Ltd.,BOM513611
2941,Pitti Laminations Ltd,BOM513519
2942,Pix Transmissions Ltd.,BOM500333
2943,Planter Polysacks Ltd.,BOM523105
2944,Plastiblends India Ltd,BOM523648
2945,Plethico Pharmaceuticals Ltd.,BOM532739
2946,Pmc Fincorp Limited,BOM534060
2947,Pnb Gilts Ltd.,BOM532366
2948,Pnc Infratech Ltd,BOM539150
2949,Pneumatic Holdings Ltd,BOM539347
2950,Pochiraju Industries Ltd.,BOM532803
2951,Pocl Enterprises Ltd,BOM539195
2952,Poddar Housing And Development Ltd,BOM523628
2953,Poddar Pigments Ltd,BOM524570
2954,Pokarna Ltd.,BOM532486
2955,Polar Industries Ltd.,BOM504288
2956,Polaris Consulting & Services Limited,BOM532254
2957,Polo Hotels Ltd.,BOM526687
2958,Polson Ltd.,BOM507645
2959,Poly Medicure Ltd.,BOM531768
2960,Polychem Ltd.,BOM506605
2961,Polycon International Ltd.,BOM531397
2962,Polygenta Technologies Ltd.,BOM514486
2963,Polylink Polymers (india) Ltd.,BOM531454
2964,Polymac Thermoformers Ltd,BOM537573
2965,Polymechplast Machines Ltd.,BOM526043
2966,Polyplex Corporation Ltd.,BOM524051
2967,Polyspin Exports Ltd,BOM539354
2968,Polyspin Exports Ltd.,BOM590055
2969,Polytex India Ltd.,BOM512481
2970,Pondy Oxides & Chemicals Ltd.,BOM532626
2971,Ponni Sugars (erode) Ltd.,BOM532460
2972,Pooja Entertainment And Films Ltd.,BOM532011
2973,Poona Dal & Oil Industries Ltd.,BOM519359
2974,Popular Estate Management Ltd.,BOM531870
2975,Porwal Auto Components Ltd.,BOM532933
2976,Positive Electronics Ltd,BOM539178
2977,Potential Investments & Finance Ltd,BOM538566
2978,Power Finance Corporation Ltd.,BOM532810
2979,Power Grid Corporation Of India Ltd.,BOM532898
2980,Power Mech Projects Ltd,BOM539302
2981,Powerhouse Gym & Wellness Ltd,BOM538731
2982,Ppap Automotive Limited,BOM532934
2983,Prabhat Dairy Ltd,BOM539351
2984,Prabhav Industries Ltd.,BOM531855
2985,Pradeep Metals Ltd.,BOM513532
2986,Pradip Overseas Ltd,BOM533178
2987,Prag Bosimi Synthetics Ltd.,BOM500192
2988,Praj Industries Ltd.,BOM522205
2989,Prajay Engineers Syndicate Ltd.,BOM531746
2990,Prakash Constrowell Ltd.,BOM533605
2991,Prakash Industries Ltd.,BOM506022
2992,Prakash Steelage Ltd.,BOM533239
2993,Prakash Woollen & Synthetic Mills Ltd,BOM531437
2994,Pranavaditya Spinning Mills Ltd.,BOM531172
2995,Prashant India Ltd.,BOM519014
2996,Pratibha Industries Ltd.,BOM532718
2997,Pratik Panels Ltd.,BOM526490
2998,Pratiksha Chemicals Ltd.,BOM531257
2999,Precious Trading & Investments Ltd.,BOM506107
3000,Precision Containeurs Ltd.,BOM523874
3001,Precision Electronics Ltd.,BOM517258
3002,Precision Wires India Ltd.,BOM523539
3003,Prem Somani Financial Services Ltd.,BOM530669
3004,Premco Global Ltd,BOM530331
3005,Premier Capital Services Ltd.,BOM511016
3006,Premier Energy And Infrastructure Ltd.,BOM533100
3007,Premier Explosives Ltd.,BOM526247
3008,Premier Ltd.,BOM500540
3009,Premier Pipes Ltd.,BOM513291
3010,Premier Polyfilm Ltd.,BOM514354
3011,Premier Synthetics Ltd.,BOM509835
3012,Premium Capital Market & Investments Ltd.,BOM511660
3013,Prerna Infrabuild Ltd.,BOM531802
3014,Presha Metallurgical Ltd.,BOM513613
3015,Pressman Advertising Limited,BOM509077
3016,Pressure Sensitive Systems (india) Ltd.,BOM526773
3017,Prestige Estates Projects Ltd.,BOM533274
3018,Pretto Leather Industries Ltd.,BOM526691
3019,Pricol Ltd.,BOM526109
3020,Prima Agro Ltd.,BOM519262
3021,Prima Industries Ltd.,BOM531246
3022,Prima Plastics Ltd.,BOM530589
3023,Prime Capital Market Ltd.,BOM535514
3024,Prime Focus Ltd.,BOM532748
3025,Prime Industries Ltd.,BOM519299
3026,Prime Property Development Corporation Ltd,BOM530695
3027,Prime Securities Ltd.,BOM500337
3028,Prime Urban Development India Ltd.,BOM521149
3029,Prism Cement Ltd.,BOM500338
3030,Prism Finance Ltd.,BOM531735
3031,Prism Informatics Ltd.,BOM505530
3032,Prism Medico And Pharmacy Ltd.,BOM512217
3033,Prithvi Information Solutions Ltd.,BOM532675
3034,Prithvi Softech Ltd.,BOM531688
3035,Pritish Nandy Communications Ltd.,BOM532387
3036,Priya Ltd,BOM524580
3037,Priyadarshini Spinning Mills Ltd.,BOM503873
3038,Pro Fin Capital Services Ltd.,BOM511557
3039,Proaim Enterprises Ltd,BOM512105
3040,Procal Electronics India Ltd.,BOM526009
3041,Procter & Gamble Hygiene & Health Care Ltd.,BOM500459
3042,Professional Diamonds Ltd.,BOM523001
3043,Progressive Extractions & Exports Ltd.,BOM531265
3044,Promact Plastics Ltd.,BOM526494
3045,Proto Developers & Technologies Ltd.,BOM530069
3046,Provestment Services Ltd.,BOM590120
3047,Provogue (india) Ltd.,BOM532647
3048,Prozone Intu Properties Limited,BOM534675
3049,Ps It Infrastructure & Services Limited,BOM505502
3050,Psl Ltd.,BOM526801
3051,Ptc India Financial Services Ltd.,BOM533344
3052,Ptc India Ltd.,BOM532524
3053,Ptc Industries Ltd,BOM539006
3054,Ptl Enterprises Ltd,BOM509220
3055,Pudumjee Industries Ltd.,BOM516092
3056,Pudumjee Pulp & Paper Mills Ltd.,BOM500343
3057,Pulsar International Ltd.,BOM512591
3058,Punctual Trading Ltd.,BOM512461
3059,Punit Commercials Ltd.,BOM512099
3060,Punj Lloyd Ltd.,BOM532693
3061,Punjab & Sind Bank,BOM533295
3062,Punjab Alkalies & Chemicals Ltd.,BOM506852
3063,Punjab Chemicals And Crop Protection Ltd,BOM506618
3064,Punjab Communications Ltd,BOM500346
3065,Punjab National Bank,BOM532461
3066,Punjab Woolcombers Ltd.,BOM509839
3067,Puravankara Projects Ltd.,BOM532891
3068,Purity Flex Pack Ltd.,BOM523315
3069,Purohit Construction Ltd,BOM538993
3070,Purshottam Investofin Ltd,BOM538647
3071,Pushpsons Industries Ltd.,BOM531562
3072,Pvp Ventures Ltd.,BOM517556
3073,Pvr Ltd.,BOM532689
3074,Pvv Infra Ltd,BOM536659
3075,Pyxis Finvest Ltd,BOM534109
3076,Quadrant Televentures Limited,BOM511116
3077,Quantum Build-tech Ltd,BOM538596
3078,Quantum Digital Vision (india) Ltd.,BOM530281
3079,Quantum Mutual Fund - Quantum Index Fund Etf,BOM590110
3080,Quest Softech (india) Ltd,BOM535719
3081,Quintegra Solutions Ltd.,BOM532866
3082,R J Bio-tech Ltd,BOM536456
3083,R Systems International Limited,BOM532735
3084,R&b Denims Ltd,BOM538119
3085,R* Shares Banking Exchange Traded Fund,BOM533888
3086,R.b.gupta Financials Ltd.,BOM532024
3087,R.j.shah & Co.ltd.,BOM509845
3088,R.r.securities Ltd.,BOM530917
3089,R.s.software India Ltd.,BOM517447
3090,R.t.exports Ltd,BOM512565
3091,Raaj Medisafe India Ltd.,BOM524502
3092,Raasi Refractories Ltd,BOM502271
3093,Racl Geartech Ltd,BOM520073
3094,Radaan Mediaworks (i) Ltd.,BOM590070
3095,Radford Global Limited,BOM530561
3096,Radha Madhav Corporation Ltd.,BOM532692
3097,Radhe Developers (india) Ltd.,BOM531273
3098,Radico Khaitan Ltd.,BOM532497
3099,Radix Industries (india) Limited,BOM531412
3100,Raghava Estates And Properties Ltd,BOM531627
3101,Raghunath International Ltd.,BOM526813
3102,Raghunath Tobacco Co.ltd.,BOM531552
3103,Raghuvansh Agrofarms Ltd,BOM538921
3104,Raghuvir Synthetics Ltd.,BOM514316
3105,Rahul Merchandising Ltd.,BOM531887
3106,Rai Saheb Rekhchand Mohota Spg.& Wvg.mills Ltd.,BOM530047
3107,Rain Industries Limited,BOM500339
3108,Rainbow Denim Ltd.,BOM532441
3109,Rainbow Foundations Ltd.,BOM531694
3110,Rainbow Papers Ltd,BOM523523
3111,Raj Agro Mills Ltd.,BOM530291
3112,Raj Oil Mills Ltd.,BOM533093
3113,Raj Packaging Industries Ltd.,BOM530111
3114,Raj Rayon Industries Limited,BOM530699
3115,Raj Television Network Ltd.,BOM532826
3116,Raja Bahadur International Ltd.,BOM503127
3117,Rajani Extractions Ltd.,BOM519303
3118,Rajapalayam Mills Ltd,BOM532503
3119,Rajasthan Cylinders & Containers Ltd,BOM538707
3120,Rajasthan Gases Ltd.,BOM526873
3121,Rajasthan Petro Synthetics Ltd.,BOM506975
3122,Rajasthan Tube Manufacturing Co.ltd.,BOM530253
3123,Rajath Finance Limited,BOM507962
3124,Rajdarshan Industries Ltd.,BOM526662
3125,Rajdhani Leasing & Industries Ltd.,BOM523030
3126,Rajesh Exports Ltd.,BOM531500
3127,Rajesh Malleables Ltd.,BOM513630
3128,Rajeswari Infrastructure Limited,BOM526823
3129,Rajkamal Synthetics Ltd.,BOM514028
3130,Rajkumar Forge Ltd.,BOM513369
3131,Rajlaxmi Industries Ltd.,BOM512319
3132,Rajoo Engineers Ltd,BOM522257
3133,Rajputana Investment And Finance Ltd,BOM539090
3134,Rajratan Global Wire Ltd.,BOM517522
3135,Rajsanket Realty Limited,BOM512409
3136,Rajshree Sugars & Chemicals Ltd.,BOM500354
3137,Rajvir Industries Ltd.,BOM532665
3138,Rallis India Ltd.,BOM500355
3139,Ram Minerals And Chemicals Ltd,BOM534734
3140,Ram Ratna Wires Ltd,BOM522281
3141,Rama Paper Mills Ltd.,BOM500357
3142,Rama Petrochemicals Ltd.,BOM500358
3143,Rama Phosphates Ltd.,BOM524037
3144,Rama Pulp & Papers Ltd.,BOM502587
3145,Rama Steel Tubes Ltd,BOM539309
3146,Rama Vision Ltd.,BOM523289
3147,Ramchandra Leasing & Finance Ltd,BOM538540
3148,Ramco Industries Ltd.,BOM532369
3149,Ramco Systems Ltd.,BOM532370
3150,Raminfo Limited,BOM530951
3151,Ramkrishna Forgings Ltd.,BOM532527
3152,Ramky Infrastructure Ltd.,BOM533262
3153,Rammaica (india) Ltd.,BOM515127
3154,Ramsarup Industries Ltd.,BOM532690
3155,Ramsons Projects Ltd.,BOM530925
3156,Rana Sugars Ltd.,BOM507490
3157,Ranbaxy Laboratories Ltd.,BOM500359
3158,Rander Corporation Ltd.,BOM531228
3159,Rane (madras) Ltd.,BOM532661
3160,Rane Brake Lining Ltd.,BOM532987
3161,Rane Engine Valve Ltd.,BOM532988
3162,Rane Holdings Ltd.,BOM505800
3163,Ranjeev Alloys Ltd.,BOM513727
3164,Ranklin Solutions Ltd,BOM590077
3165,Rap Media Ltd.,BOM531583
3166,Rapicut Carbides Ltd.,BOM500360
3167,Rapid Investments Ltd.,BOM501351
3168,Ras Resorts & Apart Hotels Ltd.,BOM507966
3169,Rasandik Engineering Industries India Ltd,BOM522207
3170,Rashel Agrotech Ltd.,BOM532055
3171,Rashtriya Chemicals & Fertilizers Ltd.,BOM524230
3172,Rasi Electrodes Ltd.,BOM531233
3173,Rasoi Ltd.,BOM507649
3174,Rasoya Proteins Ltd.,BOM531522
3175,Ratan Glitter Industries Ltd.,BOM512397
3176,Rathi Bars Ltd.,BOM532918
3177,Rathi Graphic Technologies Ltd.,BOM524610
3178,Rathi Steel & Power Ltd,BOM504903
3179,Ratnamani Agro Industries Ltd,BOM507652
3180,Ratnamani Metals & Tubes Ltd,BOM520111
3181,Rattanindia Infrastructure Limited,BOM534597
3182,Rattanindia Power Limited,BOM533122
3183,Raunaq Epc International Ltd,BOM537840
3184,Ravalgaon Sugar Farm Ltd.,BOM507300
3185,Ravi Kumar Distilleries Ltd.,BOM533294
3186,Ravindra Trading & Agencies Ltd.,BOM504341
3187,Raymed Labs Ltd.,BOM531207
3188,Raymond Ltd.,BOM500330
3189,Rcc Cements Ltd.,BOM531825
3190,Rci Industries & Technologies Ltd,BOM537254
3191,Rcl Foods Limited,BOM530923
3192,Rcl Retail Ltd.,BOM534708
3193,Rdb Rasayans Ltd.,BOM533608
3194,Rdb Realty & Infrastructure Ltd.,BOM533285
3195,Real Realty Management Company Ltd.,BOM530053
3196,Real Strips Ltd,BOM513558
3197,Real Touch Finance Ltd,BOM538611
3198,Redex Protech Ltd.,BOM523650
3199,Redington (india) Ltd.,BOM532805
3200,Refex Industries Limited,BOM532884
3201,Refnol Resins & Chemicals Ltd.,BOM530815
3202,Regal Entertainment & Consultants Ltd.,BOM531033
3203,Regaliaa Realty Ltd.,BOM530807
3204,Regency Ceramics Ltd.,BOM515018
3205,Regency Hospital Ltd.,BOM526403
3206,Regency Trust Ltd.,BOM511585
3207,Regent Enterprises Ltd,BOM512624
3208,Rei Agro Ltd.,BOM532106
3209,Rei Six Ten Retail Ltd.,BOM533065
3210,Reil Electricals India Ltd.,BOM505817
3211,Rekvina Laboratories Ltd.,BOM526075
3212,Relaxo Footwears Ltd,BOM530517
3213,Reliable Ventures India Ltd.,BOM532124
3214,Reliance Broadcast Network Limited,BOM533143
3215,Reliance Capital Builder Fund Ii - Series A - Direct Plan Dividend Payout Option,BOM538853
3216,Reliance Capital Builder Fund Ii - Series A - Direct Plan Growth Option,BOM538854
3217,Reliance Capital Builder Fund Ii - Series A - Dividend Payout Option,BOM538855
3218,Reliance Capital Builder Fund Ii - Series A - Growth Option,BOM538856
3219,Reliance Capital Builder Fund Ii - Series B - Direct Plan Dividend Payout Option,BOM538938
3220,Reliance Capital Builder Fund Ii - Series B - Direct Plan Growth Option,BOM538939
3221,Reliance Capital Builder Fund Ii - Series B - Dividend Payout Option,BOM538940
3222,Reliance Capital Builder Fund Ii - Series B - Growth Option,BOM538941
3223,Reliance Capital Builder Fund Ii - Series C - Direct Plan Dividend Payout Option,BOM539063
3224,Reliance Capital Builder Fund Ii - Series C - Direct Plan Growth Option,BOM539065
3225,Reliance Capital Builder Fund Ii - Series C - Dividend Payout Option,BOM539067
3226,Reliance Capital Builder Fund Ii - Series C - Growth Option,BOM539070
3227,Reliance Capital Builder Fund Iii Series A - Direct Plan Dividend Payout Option,BOM539202
3228,Reliance Capital Builder Fund Iii Series A- Direct Plan Growth Option,BOM539203
3229,Reliance Capital Builder Fund Iii Series A- Dividend Plan Dividend Payout,BOM539204
3230,Reliance Capital Builder Fund Iii Series A- Growth Plan - Growth,BOM539205
3231,Reliance Capital Builder Fund- Series C - Direct Dividend Plan- Dividend Payout Option,BOM538717
3232,Reliance Capital Builder Fund- Series C - Direct Growth Plan- Growth Option,BOM538718
3233,Reliance Capital Builder Fund- Series C - Growth Plan- Growth Option,BOM538720
3234,Reliance Capital Ltd.,BOM500111
3235,Reliance Chemotex Industries Ltd,BOM503162
3236,Reliance Close Ended Equity Fund Ii- Series A - Direct Plan Dividend Payout Option,BOM538418
3237,Reliance Close Ended Equity Fund Ii- Series A - Direct Plan Growth Option,BOM538419
3238,Reliance Close Ended Equity Fund Ii- Series A - Dividend Payout Option,BOM538420
3239,Reliance Close Ended Equity Fund Ii- Series A - Growth Option,BOM538421
3240,Reliance Communications Ltd.,BOM532712
3241,Reliance Defence And Engineering Ltd,BOM533107
3242,Reliance Industrial Infrastructure Ltd.,BOM523445
3243,Reliance Industries Ltd.,BOM500325
3244,Reliance Infrastructure Ltd.,BOM500390
3245,Reliance Mediaworks Ltd.,BOM532399
3246,Reliance Mutual Fund - R Shares Cnx 100 Fund,BOM537483
3247,Reliance Mutual Fund - R Shares Nifty Etf,BOM537484
3248,Reliance Mutual Fund - R Shares Sensex Etf,BOM538683
3249,Reliance Mutual Fund - Reliance Capital Builder Fund- Series A - Direct Plan Dividend Payout Optio,BOM538591
3250,Reliance Mutual Fund - Reliance Capital Builder Fund- Series B - Direct Dvdnd Plan- Dvdnd Pyot O,BOM538630
3251,Reliance Mutual Fund - Reliance Close Ended Equity Fund- Series A - Direct Plan Dvdnd Pyot Optin,BOM536992
3252,Reliance Mutual Fund - Reliance Close Ended Equity Fund- Series B - Direct Plan Dividend Payo O,BOM537198
3253,Reliance Mutual Fund- Reliance Capital Builder Fund- Series A - Direct Plan Growth Option,BOM538592
3254,Reliance Mutual Fund- Reliance Capital Builder Fund- Series A - Dividend Payout Option,BOM538593
3255,Reliance Mutual Fund- Reliance Capital Builder Fund- Series A - Growth Option,BOM538594
3256,Reliance Mutual Fund- Reliance Capital Builder Fund- Series B - Direct Growth Plan- Growth Option,BOM538631
3257,Reliance Mutual Fund- Reliance Capital Builder Fund- Series B - Dividend Plan-dividend Pyut Otin,BOM538632
3258,Reliance Mutual Fund- Reliance Capital Builder Fund- Series B - Growth Plan- Growth Option,BOM538633
3259,Reliance Mutual Fund- Reliance Capital Builder Fund- Series C - Dividend Plan-dividend P O,BOM538719
3260,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series A - Direct Plan Growth Option,BOM536993
3261,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series A - Dividend Payout Option,BOM536994
3262,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series A - Growth Option,BOM536995
3263,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series B - Direct Plan Growth Option,BOM537199
3264,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series B - Dividend Payout Option,BOM537200
3265,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series B - Growth Option,BOM537201
3266,Reliance Power Ltd.,BOM532939
3267,Relic Technologies Ltd.,BOM511712
3268,Religare Enterprises Ltd.,BOM532915
3269,Relish Pharmaceuticals Ltd.,BOM524632
3270,Relson India Ltd.,BOM502473
3271,Remi Edelstahl Tubulars Limited,BOM513043
3272,Remi Elektrotechnik Limited,BOM512487
3273,Remi Process Plant & Machinery Ltd.,BOM505658
3274,Remi Sales & Engineering Ltd.,BOM504360
3275,Remi Securities Ltd.,BOM511149
3276,Remsons Industries Ltd.,BOM530919
3277,Renaissance Jewellery Ltd.,BOM532923
3278,Repco Home Finance Ltd.,BOM535322
3279,Repro India Ltd.,BOM532687
3280,Resonance Specialties Ltd,BOM524218
3281,Response Informatics Ltd,BOM538273
3282,Responsive Industries Ltd.,BOM505509
3283,Restile Ceramics Ltd.,BOM515085
3284,Resurgere Mines & Minerals India Ltd.,BOM533017
3285,Revathi Equipment Ltd,BOM505368
3286,Rexnord Electronics & Controls Ltd.,BOM531888
3287,Rfl International Ltd.,BOM531646
3288,Rhodia Specialty Chemicals India Ltd,BOM506230
3289,Riba Textiles Ltd.,BOM531952
3290,Rich Universe Network Ltd.,BOM530271
3291,Richa Industries Ltd.,BOM532766
3292,Richfield Financial Services Ltd,BOM539435
3293,Richirich Inventures Limited,BOM519230
3294,Rico Auto Industries Ltd.,BOM520008
3295,Ricoh India Ltd.,BOM517496
3296,Riddhi Siddhi Gluco Biols Ltd,BOM524480
3297,Ridhi Synthetics Ltd.,BOM504365
3298,Riga Sugar Company Ltd,BOM507508
3299,Risa International Ltd.,BOM530251
3300,Rishab Financial Services Ltd.,BOM531218
3301,Rishab Special Yarns Ltd.,BOM514177
3302,Rishabh Digha Steel & Allied Products Ltd,BOM531539
3303,Rishabhdev Technocable Ltd.,BOM533083
3304,Rishi Laser Ltd.,BOM526861
3305,Rishi Techtex Ltd.,BOM523021
3306,Rishiroop Ltd,BOM526492
3307,Rishiroop Rubber (international) Ltd.,BOM523658
3308,Ritesh International Ltd.,BOM519097
3309,Ritesh Properties & Industries Ltd.,BOM526407
3310,Rlf Ltd.,BOM512618
3311,Rmg Alloy Steel Limited,BOM500365
3312,Rnb Industries Ltd.,BOM531250
3313,Rockland Thermionics Ltd.,BOM530061
3314,Rockon Enterprises Ltd,BOM531447
3315,Rodium Realty Limited,BOM531822
3316,Rohit Ferro-tech Ltd.,BOM532731
3317,Rolcon Engineering Co.ltd.,BOM505807
3318,Rollatainers Ltd.,BOM502448
3319,Rolta India Ltd.,BOM500366
3320,Roopa Industries Ltd.,BOM530991
3321,Rose Investments Ltd.,BOM501154
3322,Rosekamal Textiles Ltd.,BOM512309
3323,Roselabs Finance Ltd.,BOM531324
3324,Roselabs Ltd.,BOM535503
3325,Rossell India Ltd.,BOM533168
3326,Roto Pumps Ltd.,BOM517500
3327,Royal Cushion Vinyl Products Ltd,BOM526193
3328,Royal India Corporation Limited,BOM512047
3329,Royal Orchid Hotels Ltd.,BOM532699
3330,Royale Manor Hotels & Industries Ltd.,BOM526640
3331,Rpg Life Sciences Ltd.,BOM532983
3332,Rpp Infra Projects Ltd.,BOM533284
3333,Rr Financial Consultants Ltd.,BOM511626
3334,Rsc International Ltd.,BOM530179
3335,Rswm Ltd.,BOM500350
3336,Rts Power Corporation Ltd.,BOM531215
3337,Rubber Products Ltd.,BOM526496
3338,Rubfila International Ltd.,BOM500367
3339,Rubra Medicaments Ltd.,BOM531099
3340,Ruby Mills Ltd.,BOM503169
3341,Ruby Traders & Exporters Ltd,BOM538742
3342,Ruchi Infrastructure Ltd.,BOM509020
3343,Ruchi Soya Industries Ltd.,BOM500368
3344,Ruchi Strips & Alloys Ltd.,BOM513295
3345,Ruchira Papers Ltd.,BOM532785
3346,Rudraksh Cap-tech Ltd.,BOM511463
3347,Runeecha Textiles Ltd.,BOM590124
3348,Rungta Irrigation Ltd.,BOM530449
3349,Rupa & Company Ltd.,BOM533552
3350,Rural Electrification Corporation Ltd.,BOM532955
3351,Rushil Decor Ltd.,BOM533470
3352,Rutron International Ltd.,BOM504335
3353,Ruttonsha International Rectifier Ltd.,BOM517035
